@relation 'crimepredict-weka.filters.unsupervised.attribute.Remove-R4_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.177medFamInc+0.175medIncome+0.174PctKids2Par+0.171pctWInvInc+0.171PctFam2Par... numeric
@attribute '0.21 PctRecImmig10+0.21 PctRecImmig8+0.208PctRecImmig5+0.206PctForeignBorn+0.205PctRecentImmig...' numeric
@attribute 0.204HousVacant-0.193PersPerOccupHous+0.193numbUrban+0.192population+0.192NumInShelters... numeric
@attribute -0.243PctSameCity85-0.242PctSameHouse85+0.207PctImmigRec5+0.204PctImmigRec8+0.202PctImmigRecent... numeric
@attribute '-0.238agePct65up-0.203pctWSocSec+0.2  agePct12t21+0.186pctWWage+0.179householdsize...' numeric
@attribute -0.371PolicPerPop-0.371LemasSwFTPerPop-0.367LemasSwFTFieldPerPop-0.32PolicBudgPerPop-0.251LemasTotReqPerPop... numeric
@attribute '0.278PctEmplProfServ-0.235MedYrHousBuilt-0.213PolicBudgPerPop+0.21 MalePctNevMarr-0.196LemasSwFTPerPop...' numeric
@attribute -0.302racepctblack-0.216PctIlleg+0.214racePctWhite-0.186PctPolicBlack+0.183RacialMatchCommPol... numeric
@attribute 0.287PctEmplManu+0.284PctHousOccup-0.231MedYrHousBuilt+0.217PopDens+0.192PctOccupManu... numeric
@attribute -0.413PctPolicMinor+0.412PctPolicWhite-0.285PctPolicHisp-0.251PctPolicAsian-0.251PctPolicBlack... numeric
@attribute -0.303PctImmigRec8-0.298PctImmigRec5-0.295PctImmigRec10-0.278PctImmigRecent+0.209MalePctNevMarr... numeric
@attribute 0.259PctPolicHisp-0.257MedRentPctHousInc+0.228PctPolicMinor+0.222state-0.22PctPolicWhite... numeric
@attribute 0.311MedOwnCostPctIncNoMtg-0.272PolicReqPerOffic-0.255pctWRetire-0.231pctUrban-0.23PctHousOccup... numeric
@attribute 0.359PolicReqPerOffic+0.259LemasTotReqPerPop+0.254LemasPctPolicOnPatr-0.253pctWRetire-0.235PctPolicBlack... numeric
@attribute '0.479PctWorkMomYoungKids+0.441PctWorkMom+0.21 pctWFarmSelf+0.195LemasPctOfficDrugUn-0.134PctHousOccup...' numeric
@attribute -0.368PolicReqPerOffic-0.283state-0.266LemasPctPolicOnPatr+0.248PolicAveOTWorked-0.236LemasTotReqPerPop... numeric
@attribute 0.266MedOwnCostPctIncNoMtg+0.239PctEmplManu+0.212PctImmigRec5-0.208PctEmplProfServ-0.202county... numeric
@attribute 0.482county+0.348community+0.287PctEmplManu-0.196LemasGangUnitDeploy-0.168NumKindsDrugsSeiz... numeric
@attribute '-0.462RacialMatchCommPol+0.32 PctPolicAsian-0.254LemasPctPolicOnPatr+0.224PolicAveOTWorked+0.221LemasGangUnitDeploy...' numeric
@attribute 0.354PolicAveOTWorked-0.309PctPolicBlack+0.254PctPolicHisp+0.242LemasPctPolicOnPatr+0.213PctPolicAsian... numeric
@attribute -0.769fold+0.321PolicAveOTWorked-0.233RacialMatchCommPol+0.217LemasPctPolicOnPatr-0.204county... numeric
@attribute '-0.643community-0.342LemasGangUnitDeploy-0.231PolicAveOTWorked-0.23OtherPerCap+0.19 LemasPctOfficDrugUn...' numeric
@attribute 0.592indianPerCap+0.356LemasGangUnitDeploy-0.338community+0.318NumKindsDrugsSeiz-0.184fold... numeric
@attribute -0.424OtherPerCap+0.371indianPerCap-0.323NumKindsDrugsSeiz+0.319PolicAveOTWorked+0.298county... numeric
@attribute -0.442fold-0.407PolicAveOTWorked+0.283PctPolicAsian+0.254NumKindsDrugsSeiz+0.231county... numeric
@attribute -0.516OtherPerCap-0.401indianPerCap+0.395LemasGangUnitDeploy-0.212PctPolicAsian-0.169NumStreet... numeric
@attribute 0.463NumKindsDrugsSeiz+0.459LemasPctPolicOnPatr-0.293OtherPerCap+0.229community+0.209LemasPctOfficDrugUn... numeric
@attribute -0.433indianPerCap+0.395county-0.393community+0.325LemasPctPolicOnPatr+0.218OtherPerCap... numeric
@attribute -0.483NumKindsDrugsSeiz+0.427LemasGangUnitDeploy+0.285LemasPctPolicOnPatr-0.263PolicAveOTWorked+0.219PctVacMore6Mos... numeric
@attribute '-0.349PctVacMore6Mos-0.261PctVacantBoarded+0.236MedYrHousBuilt-0.231indianPerCap+0.21 PctSameState85...' numeric
@attribute 0.436AsianPerCap-0.283pctWFarmSelf-0.273LemasGangUnitDeploy-0.245PctHousOccup-0.221MedNumBR... numeric
@attribute 0.687AsianPerCap-0.271PctWOFullPlumb-0.244blackPerCap-0.176pctUrban+0.175RacialMatchCommPol... numeric
@attribute 0.533PctWOFullPlumb+0.236blackPerCap-0.231state-0.227pctWFarmSelf-0.168pctUrban... numeric
@attribute -0.328racePctAsian-0.243blackPerCap+0.234pctWFarmSelf+0.212NumStreet+0.209PctLargHouseFam... numeric
@attribute 0.427RacialMatchCommPol+0.411PctPolicAsian-0.341PctPolicHisp+0.298PctPolicBlack-0.224MedNumBR... numeric
@attribute -0.471state+0.346MedNumBR-0.269PctEmplManu-0.214MedRentPctHousInc+0.201county... numeric
@attribute 0.385LemasPctOfficDrugUn-0.35LandArea+0.304OfficAssgnDrugUnits-0.231PolicCars+0.203MedRentPctHousInc... numeric
@attribute -0.617blackPerCap+0.358PctWOFullPlumb-0.239PctVacantBoarded+0.224LemasPctOfficDrugUn+0.208OfficAssgnDrugUnits... numeric
@attribute 0.486PctWOFullPlumb+0.306MedRentPctHousInc+0.244pctUrban+0.212pctWFarmSelf-0.2MedOwnCostPctIncNoMtg... numeric
@attribute 0.414blackPerCap+0.274pctWRetire+0.261pctWFarmSelf+0.219racePctAsian+0.218state... numeric
@attribute 0.397PctHousOccup-0.325MedNumBR+0.283pctWFarmSelf+0.268PctVacantBoarded+0.211MedOwnCostPctIncNoMtg... numeric
@attribute -0.427MedNumBR-0.225MedOwnCostPctIncNoMtg-0.211state+0.197PctVacMore6Mos+0.176PctHousLess3BR... numeric
@attribute '0.669HispPerCap-0.348NumStreet-0.319OtherPerCap+0.18 PctPolicAsian-0.151PctVacantBoarded...' numeric
@attribute 0.556NumStreet+0.419HispPerCap-0.296PctPolicAsian-0.22pctUrban-0.208OtherPerCap... numeric
@attribute '-0.399PctUsePubTrans+0.341MedOwnCostPctInc+0.26 pctUrban+0.215MedNumBR+0.206pctWRetire...' numeric
@attribute 0.443ViolentCrimesPerPop-0.288pctUrban+0.264LandArea-0.25racePctAsian-0.208MedOwnCostPctIncNoMtg... numeric
@attribute -0.424PctVacantBoarded+0.349pctUrban+0.227pctWFarmSelf+0.217NumStreet+0.194MedOwnCostPctIncNoMtg... numeric
@attribute '-0.437PctVacMore6Mos+0.386PctVacantBoarded+0.265MedOwnCostPctIncNoMtg+0.24 racePctAsian-0.238PctHousOccup...' numeric
@attribute PolicOperBudg numeric

@data
9.438607,1.151277,1.703101,-1.753575,-1.576064,-1.421993,3.015758,0.255574,-0.571687,-0.37373,-0.495034,-0.098733,-0.57824,0.388614,-0.387009,0.226008,-0.369024,-0.380185,-0.764843,0.066872,1.388204,0.407739,-0.2244,0.547627,0.834845,1.533478,0.04571,-0.202817,-0.818253,0.703771,-0.013676,-1.166438,0.705283,0.642531,0.27243,-0.340296,-0.269963,-0.065583,-0.50436,0.407158,-0.428763,0.42475,-0.50446,-0.552015,-0.76511,0.182263,-0.052234,-0.352112,?
4.598489,-2.635133,-0.549199,0.043123,3.400525,0.739126,-1.598025,-0.388123,2.124239,-0.69135,0.599864,1.32129,0.343198,0.893791,-0.784131,0.048574,-0.315253,0.665494,0.50488,-1.259711,1.251755,1.030828,1.519054,-0.030781,-0.028997,0.231405,-0.152528,-0.102194,-0.667171,0.842695,-0.472616,-1.319857,-1.132741,-0.365238,1.158932,-0.070636,-0.340231,0.108158,0.488185,-0.502543,-0.119927,-0.121832,1.271059,1.081479,0.418474,0.406265,-0.44925,1.009651,?
5.194961,6.789741,1.835819,3.253953,-2.673488,0.251609,-1.88695,-0.326464,-1.718703,-0.461098,-2.216785,-0.945438,1.175011,0.311261,-1.426697,0.511175,1.259189,-0.070324,-0.972054,-1.309874,0.925138,0.137315,-0.538213,1.75564,1.489885,0.387101,0.724064,0.394093,0.313378,0.32332,0.616655,0.375899,-1.184999,1.072127,-0.620136,1.604649,0.563762,0.702831,-0.055167,-0.435008,-1.272574,-0.907825,0.135166,-0.359798,0.552349,0.242256,0.071715,-0.146877,?
-1.342216,-5.568815,0.165215,-1.216922,0.202313,0.219447,-0.078144,1.011216,0.145469,-1.00463,0.082057,0.317422,-0.128217,1.386736,1.083817,0.965909,-2.527876,1.395297,1.132944,-0.917664,1.512064,-1.360265,-1.056893,-0.154246,1.309223,-0.544726,0.084112,-0.310845,-0.232958,-0.876244,-0.926501,1.228542,0.409046,0.511498,-0.090038,0.735627,0.120709,-0.628077,1.006957,-0.385506,0.354398,-0.033901,-0.406554,-0.952242,0.180121,0.713258,-0.293515,1.099595,?
-4.483845,0.314435,4.3085,3.214201,-2.287375,-2.758715,3.4824,-1.555257,2.930662,3.962441,2.044429,0.031239,-0.905714,1.510093,0.781969,0.335728,-1.351466,-1.829962,-0.344617,0.158818,1.696806,1.668276,1.772177,-0.932919,0.648343,-0.040382,1.330463,2.55467,1.553402,0.354813,0.17154,-0.786634,0.085088,-0.572205,-0.895626,0.213792,0.208218,-0.338789,-0.071696,0.439747,0.316845,0.347354,-0.037399,0.11439,-0.303972,-0.042446,-1.955595,-0.448952,0.06
8.31048,0.959258,0.303761,-2.272736,-0.517923,-0.747594,1.519071,-1.133737,0.005448,0.12444,0.489338,-1.243289,0.580757,-0.209402,-0.002806,-0.354041,1.572329,-0.074711,-0.757206,-0.412625,0.962535,-0.034658,0.322455,-1.851029,0.07616,-0.504625,-2.014842,2.36887,-0.251174,0.252854,0.276821,0.252238,-0.098525,0.302853,-0.712058,-1.002286,0.667377,0.313808,0.057476,-0.709077,0.1619,-0.688046,-0.918216,-0.556356,-0.692774,0.214447,-0.450811,-0.326503,?
1.694868,-2.039359,0.724831,2.969206,1.96645,-1.331665,1.119513,0.911772,0.124324,-0.834843,0.874353,0.049135,-0.38063,0.662395,-0.828833,0.912822,-0.68138,0.628748,-0.420991,-0.857412,1.102501,0.177764,1.315779,-1.456486,-0.27289,-1.302935,-0.606274,-0.702487,0.271907,-1.093745,0.383645,2.022729,0.537323,0.774717,-0.797142,0.189902,0.324703,-0.361386,-0.737769,-0.734937,-0.0427,-0.141275,-1.002275,-0.735465,-0.28375,0.13056,-0.758533,0.477268,?
0.533361,-6.437367,-1.353289,-4.37203,0.450386,0.059019,1.088399,2.693026,-0.255029,0.270009,0.49088,0.552421,-1.813841,-0.549345,-0.444465,-0.382354,-0.685085,0.552006,0.857881,-0.459376,1.090115,-0.36188,-0.473253,0.182495,1.441056,0.26499,0.158434,0.050529,0.640223,-1.224134,-0.013772,-1.154254,-0.868543,-1.401032,0.324949,0.916742,-0.516911,-0.294453,-0.158591,-0.277334,0.430332,0.414353,0.13232,0.906947,0.463123,0.302237,-0.039627,-0.039347,?
-1.953624,4.26702,-1.81604,0.878927,-0.008693,5.636625,0.274478,1.283614,-0.727362,1.937729,-0.775381,-0.36647,-2.144014,1.043436,-0.711688,1.356436,0.280514,-0.121912,-1.133671,1.074645,1.468624,0.788749,-0.017236,0.215357,1.226428,-1.212116,0.679367,0.70925,-0.496657,0.924763,-1.749122,0.37275,0.228486,-0.685285,-0.414264,0.468964,0.412048,0.368945,0.502142,0.454966,0.174097,0.116577,0.214789,-0.076862,0.346246,-0.587237,-0.140148,0.40447,0.05
-5.729391,4.130694,13.389637,-5.691931,8.704263,5.571421,-0.270184,0.849102,-0.975996,3.47315,-0.478031,-0.153749,0.485947,-1.66585,0.124329,3.144616,1.401079,1.101373,-0.7344,0.767919,3.387104,-1.127628,-0.041659,2.181925,-3.475026,-0.202229,-0.513617,1.517722,-2.297199,-3.974,1.850741,1.752019,0.077401,-1.026797,4.068446,0.444442,-3.80569,-0.061952,-0.658104,-1.228621,-0.592381,-3.026697,-0.258059,-0.205173,-0.131237,1.513893,1.255288,-0.335336,0.35
-4.559218,-2.291764,-0.009383,2.758035,-0.215135,-0.122962,-0.597892,1.811402,-0.098984,-0.320103,-0.465326,0.182398,0.548137,0.441058,-1.912169,-0.318571,0.971915,-0.263085,0.14805,-0.428184,1.220675,0.046416,-0.38545,-0.127197,0.936333,0.264196,-0.243475,0.130088,0.132245,-0.745964,0.115984,-0.137884,0.549742,0.523859,-0.133685,-1.384306,0.244233,0.061844,-0.415891,-0.559127,0.301991,-0.235015,-0.20998,-0.234695,-0.845781,0.012781,0.26287,0.550423,?
-2.067069,-2.673099,-0.961464,2.551612,0.556214,4.643186,1.651136,0.75611,1.851379,3.572089,-2.715808,-1.320885,-2.669145,1.382878,2.629287,-0.48793,-0.580624,-0.273538,-0.005718,-0.231221,0.92965,-3.476988,1.355501,-1.102099,1.782545,1.590786,1.817651,0.192284,-0.299178,-0.622985,-0.946422,-0.136673,0.797552,1.286038,-0.295806,0.308386,1.48108,-0.166531,0.140326,-0.568007,1.334159,0.922657,-1.138738,0.058767,-0.186036,0.271002,0.158356,0.619909,0.01
-8.077856,9.714405,-9.722273,-2.649842,0.11187,-1.48278,-0.869957,2.517067,-0.459815,0.151049,-1.55329,-0.328388,-0.287834,-0.919119,1.913104,0.180886,-3.38065,-0.320897,0.046217,-0.683672,1.3741,0.299924,0.399625,-1.295553,0.142831,0.368259,-1.084352,-0.079429,-0.556317,-1.104065,-0.232536,-0.257899,1.800091,-1.851729,0.965957,-0.23485,-1.276153,1.349099,-0.053337,0.544817,0.106119,0.123401,-0.463627,0.971442,-0.776634,-0.621741,-0.487109,0.328077,?
0.218122,0.044106,1.661018,6.04557,0.784926,-0.327115,-0.871458,1.000352,0.243816,-1.081979,-0.162606,-0.064288,0.600781,-0.436085,0.066916,-0.03171,0.459016,-0.723041,-0.928818,-0.788387,1.29319,-0.492305,-0.359012,0.006573,0.657094,-0.453424,-0.088673,0.234763,-0.086554,-0.380081,0.078038,-0.485305,0.314899,0.336312,0.222228,0.439623,0.561264,-0.605708,0.355161,-0.578686,1.073668,-0.426743,0.147973,-0.467782,0.086236,-0.183834,1.061536,0.084068,?
